uid,variant
8585,treatment
2695,treatment
553,control
10063,treatment
3123,control
166,control
285,treatment
3805,control
10458,control
13141,treatment
2109,treatment
9436,treatment
15560,treatment
12384,treatment
9985,control
7898,control
1929,control
4146,control
12189,control
5599,control
11308,control
3566,treatment
4404,control
5456,control
10900,treatment
12415,control
2620,treatment
1481,treatment
5669,control
7269,treatment
16240,treatment
8893,control
5661,treatment
12164,control
17035,treatment
5240,treatment
300,treatment
4175,treatment
940,control
483,control
7082,treatment
9779,treatment
10271,control
14334,control
11351,control
9363,treatment
2446,treatment
9661,control
9169,control
4162,treatment
14998,control
5081,control
7211,control
16851,control
671,treatment
9068,treatment
6675,control
5907,treatment
1016,control
16918,treatment
8222,treatment
11772,control
14172,treatment
8661,treatment
12192,control
704,control
8311,control
10613,control
2803,control
14348,control
14154,treatment
6988,treatment
14661,control
1034,control
11195,control
14370,treatment
4262,control
7463,treatment
3406,treatment
16643,treatment
9461,treatment
5416,control
13744,control
3743,control
15520,treatment
9665,control
1144,treatment
2914,treatment
1954,treatment
3716,treatment
10027,control
7290,control
14561,control
653,treatment
1315,treatment
17207,treatment
15985,control
11143,treatment
3084,treatment
11917,control
3654,treatment
12551,control
3376,treatment
16150,treatment
2312,treatment
5748,control
6970,treatment
9562,treatment
8577,control
11191,treatment
16994,treatment
12750,treatment
489,control
6647,control
7794,control
2201,control
5275,treatment
15864,control
9679,treatment
11317,control
10911,control
1819,treatment
2249,control
705,treatment
8610,control
6250,control
13826,treatment
14720,control
1254,treatment
9866,control
4601,control
10782,control
14080,control
15626,control
11052,treatment
14559,control
8881,treatment
6072,treatment
9950,control
290,treatment
6891,control
3488,treatment
9121,treatment
3682,treatment
3390,control
8158,control
12940,treatment
8314,control
6098,treatment
1155,control
11664,control
13467,control
10445,treatment
13264,control
7079,control
15989,control
2869,control
16789,treatment
930,control
13541,control
14390,treatment
5725,treatment
5564,control
9104,control
2318,control
5749,control
7100,control
4428,treatment
13863,control
355,control
1652,treatment
776,control
1029,treatment
5940,control
15223,control
9775,control
16137,control
10554,treatment
10498,control
14632,treatment
10561,treatment
967,control
8897,control
4701,control
1338,control
14212,control
10461,treatment
8970,control
1900,treatment
4170,control
13308,treatment
2110,treatment
4073,treatment
3628,treatment
4084,control
9874,treatment
5012,control
398,control
15116,control
6223,treatment
3678,control
15682,treatment
15929,control
6024,control
6956,control
8762,treatment
9240,control
15187,control
5101,treatment
3026,control
10455,control
3222,treatment
5731,control
4049,treatment
13008,treatment
16706,treatment
14598,control
3285,treatment
4884,treatment
434,treatment
12428,control
11653,control
15974,treatment
7518,treatment
3528,treatment
14910,treatment
4040,control
3025,control
6547,treatment
488,control
6622,control
1409,control
8131,treatment
12235,treatment
13699,treatment
13979,control
8654,treatment
4783,treatment
3192,treatment
14359,treatment
6440,control
16790,treatment
17031,treatment
6965,treatment
16494,control
11842,treatment
8359,control
3784,treatment
11324,control
864,treatment
16854,control
1435,control
8274,treatment
17137,treatment
2399,treatment
8330,control
13945,treatment
16883,control
1882,control
5963,control
11382,control
14651,control
17025,control
10871,treatment
8152,treatment
1741,treatment
51,treatment
6830,treatment
13340,treatment
3270,treatment
10143,control
12038,control
8307,treatment
13824,treatment
15800,control
10695,control
7975,control
11288,treatment
5945,control
10405,treatment
4531,control
12226,control
7792,treatment
6012,control
14207,treatment
1772,treatment
4614,treatment
8414,control
7251,control
11102,control
15003,control
12824,treatment
14688,control
17228,treatment
9165,control
15007,control
217,treatment
5978,control
13549,control
7223,control
5999,control
13411,treatment
9415,control
11371,control
11413,control
13814,control
9012,control
7627,control
9664,treatment
17103,treatment
4477,control
6756,control
7799,treatment
256,control
16065,treatment
10166,control
6174,treatment
15967,control
13888,treatment
6331,treatment
8800,control
53,control
16748,control
16063,control
365,control
14236,control
10311,control
11057,control
5038,treatment
2631,control
2165,treatment
17166,control
13989,control
4854,treatment
14696,control
14001,treatment
16371,treatment
2865,control
4100,treatment
1201,control
2652,control
279,control
508,control
5989,treatment
11047,control
2999,control
13138,control
13526,treatment
9636,control
5366,control
12023,treatment
9118,treatment
3054,control
11245,treatment
8727,treatment
3933,treatment
3311,treatment
12151,control
1468,control
17071,treatment
1983,control
1470,treatment
14553,control
7886,control
8619,control
4259,control
16025,control
3370,treatment
11975,control
11793,treatment
14223,treatment
15597,treatment
9649,treatment
12306,control
9990,control
821,control
4575,control
4379,treatment
15779,treatment
13384,treatment
2544,treatment
6330,treatment
7602,treatment
5949,treatment
3927,control
4986,control
630,control
3160,treatment
11174,treatment
1707,control
9364,control
3124,control
11658,control
14453,control
5459,control
10280,treatment
12763,control
3796,treatment
6934,treatment
969,control
3162,control
4169,treatment
14749,control
5641,treatment
10619,control
1842,control
1974,treatment
1769,control
12562,treatment
15395,control
7460,treatment
8021,treatment
15482,control
14447,control
16118,treatment
1721,treatment
8882,treatment
1927,treatment
16432,control
12977,treatment
11234,treatment
14081,control
17200,treatment
7633,control
13983,control
6342,treatment
6592,treatment
172,treatment
10119,treatment
765,treatment
48,control
10379,treatment
3190,treatment
1766,control
2167,control
5633,treatment
11911,control
9238,control
1030,treatment
819,treatment
8598,control
409,control
4241,control
4622,control
7378,treatment
11241,control
11490,control
11632,control
12398,treatment
9940,control
1532,control
9000,treatment
9298,control
11649,treatment
13051,treatment
8130,control
10202,treatment
4806,treatment
8624,control
16879,control
10415,treatment
8340,control
8742,treatment
3514,control
988,treatment
7480,treatment
14174,control
12973,control
7005,treatment
12743,control
15593,treatment
15119,treatment
13139,control
10638,control
14224,treatment
5423,treatment
11670,control
15780,control
10541,control
4580,treatment
13968,treatment
9168,treatment
14049,treatment
8523,treatment
14531,control
13409,control
6129,control
9756,treatment
2754,control
1229,control
9379,treatment
6179,treatment
9311,treatment
8452,control
15362,treatment
5023,control
7447,treatment
3870,control
7394,control
708,treatment
10183,control
2291,treatment
4834,control
4375,treatment
12777,treatment
954,treatment
9359,treatment
4625,control
13302,control
14783,treatment
12240,treatment
1863,treatment
14883,control
4489,treatment
2484,treatment
16445,control
6612,control
11009,control
16856,treatment
3206,treatment
2078,control
17182,treatment
4190,treatment
2034,control
5852,treatment
15921,treatment
3340,control
13221,treatment
2851,treatment
16349,treatment
585,control
3538,treatment
3590,control
1119,control
6390,treatment
14887,control
3130,control
13735,control
13640,control
9889,control
2649,control
6480,treatment
13203,control
4793,control
9919,control
11083,treatment
10431,treatment
10007,treatment
8201,treatment
8606,treatment
6789,treatment
7770,control
11907,control
13381,treatment
1567,treatment
8584,control
8487,control
10508,control
2621,treatment
4515,treatment
164,control
963,control
14035,control
13011,treatment
11392,treatment
1176,treatment
16307,control
7239,treatment
1067,treatment
8553,control
10982,treatment
17181,control
4849,treatment
3045,treatment
556,treatment
15429,control
13003,control
7559,treatment
7954,treatment
11497,control
7575,treatment
11282,control
2278,treatment
4403,treatment
12897,treatment
6496,treatment
10514,treatment
8666,treatment
14484,control
10566,control
1486,control
16804,treatment
15663,treatment
7278,treatment
12493,treatment
14123,treatment
3310,treatment
583,treatment
5449,control
1442,treatment
3134,treatment
14699,control
7853,treatment
13835,treatment
11692,treatment
10739,treatment
14281,treatment
1586,control
3803,treatment
3639,treatment
12520,control
1308,control
4810,control
3582,treatment
12535,control
14284,control
13893,treatment
10732,control
9322,control
966,treatment
10442,control
10294,control
2118,treatment
1574,treatment
10747,control
16297,control
5368,control
11105,treatment
2480,treatment
13373,treatment
10045,treatment
6204,treatment
14780,control
10848,treatment
1885,treatment
13312,control
5141,treatment
1907,treatment
7384,control
16599,control
2742,control
11436,treatment
12441,control
11313,treatment
6672,control
1708,treatment
10430,treatment
5389,treatment
7699,control
11640,control
8926,control
4583,control
12643,treatment
14282,treatment
5351,control
5921,control
177,treatment
14501,control
3349,control
7045,control
14670,control
10491,control
2811,control
15659,treatment
3212,control
6046,control
5883,treatment
15483,treatment
13077,treatment
3910,treatment
5417,treatment
16103,control
1224,treatment
15942,treatment
13590,control
9130,treatment
16433,control
6624,treatment
5472,control
4177,treatment
6882,treatment
13786,treatment
1453,control
14789,control
532,control
5946,control
11314,control
5787,control
16181,treatment
10113,treatment
1549,control
8484,treatment
6142,treatment
14191,control
5289,control
235,treatment
9582,control
14319,treatment
1545,control
11995,control
2107,control
11957,treatment
14301,treatment
681,control
9838,treatment
7759,control
16185,treatment
10482,control
12812,control
6400,control
1850,control
17245,control
10432,treatment
12584,control
14364,control
14612,control
8883,control
17236,control
2099,control
2325,control
11152,control
13542,treatment
14276,treatment
2744,control
14650,treatment
4721,control
6800,treatment
4630,treatment
15528,control
8060,treatment
3315,treatment
2977,treatment
11500,control
10740,control
10557,treatment
6353,treatment
8928,treatment
1758,treatment
10967,treatment
6948,treatment
11430,control
8025,treatment
14515,treatment
7653,treatment
6935,control
7208,control
8040,treatment
15711,control
5047,treatment
5798,treatment
1912,treatment
2472,control
14978,control
16884,treatment
7037,treatment
1848,treatment
12947,treatment
14034,control
3215,treatment
12830,treatment
970,treatment
15933,treatment
8329,treatment
13271,treatment
12615,treatment
5230,control
10845,treatment
10724,treatment
4563,treatment
3559,control
4659,treatment
15006,control
2931,control
8721,control
13722,control
13618,control
10970,control
1463,treatment
9405,treatment
17184,control
6984,control
2635,control
4722,treatment
2572,control
6741,control
8047,control
2000,treatment
14629,treatment
1324,control
14160,control
13568,treatment
16933,control
10057,treatment
10437,treatment
7078,control
5889,control
12867,treatment
13965,treatment
4352,treatment
3629,treatment
5292,control
16060,control
16176,control
6298,treatment
2478,treatment
9249,control
5174,treatment
50,control
15448,treatment
13316,treatment
2511,control
4671,control
15559,control
6054,treatment
1147,treatment
13094,treatment
15915,treatment
15907,treatment
12155,control
14992,control
7412,treatment
6996,treatment
5848,control
9655,treatment
7478,control
3627,treatment
14459,treatment
5296,control
493,treatment
13327,treatment
3493,treatment
9624,control
2162,treatment
16284,treatment
5575,control
5478,control
7942,treatment
4689,treatment
7039,treatment
5103,treatment
8996,control
11736,control
10761,treatment
11516,control
7708,control
4637,treatment
5362,treatment
354,control
16932,control
7929,treatment
16229,control
7069,treatment
6671,control
15912,treatment
15768,control
10203,control
9542,treatment
16353,control
5699,treatment
8106,treatment
15911,treatment
703,control
13026,control
13628,control
2956,treatment
7437,treatment
5138,control
15606,control
7175,treatment
1960,control
4010,control
11179,treatment
2194,treatment
14415,control
1538,treatment
7406,treatment
6957,treatment
4334,control
3751,treatment
14302,treatment
1892,control
13928,control
12552,control
11201,control
3814,control
13241,control
9137,control
16572,treatment
10344,treatment
14243,control
14904,control
15350,treatment
10652,treatment
16389,control
7342,treatment
8349,treatment
15860,treatment
16595,control
7801,control
117,treatment
10945,control
6875,treatment
12473,control
8351,control
8116,treatment
16044,control
8332,treatment
12177,control
12659,control
11417,control
5177,treatment
2142,treatment
2821,control
7411,control
4362,treatment
16566,treatment
15316,control
15716,control
6448,treatment
4025,control
1087,control
6806,control
13431,control
7620,treatment
8930,control
15579,treatment
9859,treatment
15434,control
7064,control
7764,control
10691,treatment
10995,control
5934,treatment
15833,treatment
14234,treatment
631,treatment
2951,treatment
6407,treatment
8360,control
15497,treatment
8845,treatment
1066,control
2604,control
15869,treatment
2961,control
5770,treatment
4055,control
4949,treatment
15078,treatment
8078,control
14725,treatment
3957,treatment
14166,treatment
13293,control
1891,control
8019,treatment
1459,treatment
3175,control
5726,control
14198,treatment
16135,control
2897,treatment
11763,treatment
3547,treatment
15252,control
7756,control
8397,control
2147,control
15413,control
10983,treatment
9535,treatment
5603,control
6116,treatment
1294,treatment
6916,treatment
13202,control
1622,treatment
10915,treatment
4534,control
15151,treatment
16860,control
1297,treatment
16780,treatment
3329,treatment
3865,treatment
11779,control
11729,control
12524,control
3289,treatment
14058,control
7162,treatment
6596,control
1205,treatment
4677,control
1053,control
16967,treatment
12451,treatment
6035,control
12822,control
10702,control
12624,treatment
5651,treatment
10879,treatment
16907,control
4918,control
13424,control
3366,treatment
10604,control
1899,treatment
13000,control
16017,treatment
7711,control
515,control
10560,treatment
6504,control
9827,control
7281,treatment
12514,control
8583,treatment
3866,control
16380,control
14753,treatment
11426,control
9691,treatment
7724,control
845,control
4522,control
2258,treatment
15236,treatment
6894,control
16004,control
6162,treatment
7135,treatment
2611,treatment
14323,control
8306,control
6156,treatment
17238,control
2243,control
13321,control
442,control
11215,treatment
7337,control
2329,treatment
11336,control
4876,control
13796,control
17105,control
4730,treatment
16775,treatment
16591,treatment
11518,control
2630,treatment
7105,control
2741,control
1918,treatment
2672,control
8949,treatment
13564,treatment
1764,treatment
15481,treatment
4005,control
17155,control
14025,control
5331,control
16362,treatment
5570,control
10596,control
7110,treatment
4658,control
5136,control
16142,control
24,treatment
15282,control
6555,treatment
2530,control
12472,control
15533,treatment
16260,control
13977,treatment
11310,treatment
8696,treatment
3880,treatment
5837,control
862,treatment
502,control
1930,control
14163,treatment
3906,treatment
2481,treatment
14880,treatment
16450,control
13615,treatment
9350,control
14824,control
14871,control
10546,treatment
4665,control
16,control
4068,control
3749,control
9566,control
16208,treatment
8112,treatment
1686,control
9094,treatment
1332,control
640,treatment
10625,treatment
8514,treatment
4314,treatment
8896,treatment
2004,control
12274,control
7085,treatment
16809,control
16944,treatment
12070,treatment
4685,control
8604,control
3842,control
9684,control
6073,treatment
1062,treatment
1744,control
7734,treatment
16535,treatment
12494,treatment
14826,control
7381,control
6459,treatment
9812,control
3279,control
90,control
6824,treatment
11672,control
2664,control
16671,control
15162,control
7344,treatment
2735,treatment
5330,treatment
4141,control
14264,treatment
11868,control
478,treatment
13585,control
13255,treatment
3448,treatment
9162,control
16143,treatment
1883,control
13274,control
3397,treatment
17012,treatment
14107,control
14748,treatment
6372,treatment
8214,treatment
17070,treatment
12854,control
9239,control
6474,control
1723,treatment
14740,control
13309,control
2509,control
11962,treatment
6638,control
8775,treatment
10779,control
9558,treatment
9548,control
15341,control
1625,control
12150,treatment
12211,control
15335,control
2424,treatment
15591,treatment
10650,treatment
10952,control
9508,control
11272,control
12139,control
13277,control
15664,control
9470,control
7968,treatment
8623,treatment
2266,control
16324,control
4699,control
16256,control
5311,control
5500,treatment
16866,treatment
15142,control
5329,control
11441,treatment
14584,control
11134,control
3758,treatment
6705,treatment
1804,treatment
652,treatment
12989,control
8395,treatment
11615,control
13556,control
1645,treatment
8383,control
558,treatment
12741,treatment
7024,control
15381,treatment
13498,control
5755,treatment
12321,treatment
9850,control
15812,treatment
5252,control
14755,treatment
6041,treatment
8007,treatment
4164,treatment
16924,control
16039,control
13774,treatment
1526,control
4942,control
4066,treatment
379,treatment
4457,control
12024,treatment
2156,treatment
13634,treatment
16783,control
14979,control
12826,treatment
14354,treatment
1028,treatment
6422,treatment
16562,control
3387,treatment
5307,control
921,treatment
5113,treatment
17102,treatment
11724,treatment
5089,treatment
2020,treatment
15726,control
6926,control
507,control
9120,treatment
15330,treatment
14151,control
9955,treatment
2872,treatment
6068,control
1089,treatment
11901,treatment
12301,control
14564,treatment
143,control
3840,treatment
2388,control
9720,control
5678,treatment
6752,treatment
6014,treatment
6627,treatment
2974,treatment
14896,control
3058,control
15877,control
5763,treatment
2174,treatment
15308,control
16816,control
15054,treatment
149,control
7665,treatment
4598,treatment
2808,control
3913,treatment
7380,treatment
8331,control
7221,control
6346,control
15913,control
12409,control
13899,control
14161,control
2952,control
1633,treatment
13547,control
2403,treatment
14968,treatment
11297,control
15038,treatment
3143,treatment
1489,treatment
8190,treatment
8203,treatment
7735,treatment
3920,treatment
5676,control
16482,control
12419,treatment
8978,control
16998,control
3766,treatment
14683,treatment
7614,treatment
17115,control
5986,control
10478,treatment
8568,treatment
12265,control
7572,treatment
1855,treatment
9914,treatment
11211,treatment
10062,treatment
5082,control
13641,control
15374,control
4458,treatment
4915,control
8920,treatment
11611,control
7124,control
6239,control
15601,treatment
15202,control
4605,control
8880,treatment
11594,treatment
1594,treatment
17005,control
7622,treatment
14311,treatment
3695,treatment
9426,control
9160,treatment
14822,control
8834,control
15489,control
13006,treatment
2055,treatment
10842,treatment
728,control
9916,treatment
16813,control
10288,control
12736,control
7055,control
6358,treatment
13623,treatment
2128,treatment
5614,control
7093,control
3762,control
13996,control
3476,treatment
5116,control
14590,treatment
11919,treatment
5892,control
7596,control
6748,control
2106,control
14510,treatment
10767,control
10402,control
12048,control
1546,treatment
337,control
14067,control
1956,control
15394,treatment
1810,treatment
16441,treatment
11639,control
5453,control
7802,treatment
602,control
12375,control
5620,treatment
3987,treatment
11555,control
4772,control
4463,treatment
8695,control
13259,control
8827,treatment
11085,treatment
14949,treatment
6299,treatment
2881,control
16488,control
12647,control
3263,treatment
13126,control
12987,treatment
12697,control
6057,treatment
10121,control
2825,treatment
6469,control
15067,control
10856,treatment
15332,treatment
1602,control
3500,control
13378,control
573,control
15455,treatment
2172,control
2687,treatment
6419,treatment
10773,control
14538,control
4358,control
10959,control
9029,treatment
12057,treatment
1457,treatment
8639,treatment
12979,treatment
13572,control
990,control
14444,treatment
11479,control
11643,control
914,control
13686,control
4465,treatment
8016,treatment
10423,control
3576,treatment
1767,treatment
5667,control
10548,control
5910,control
6602,treatment
1995,treatment
413,control
10410,control
10394,control
11084,treatment
13885,treatment
835,control
9924,control
15892,control
1113,treatment
6195,treatment
3659,control
12623,treatment
244,control
1370,treatment
1495,control
2130,control
13552,control
9183,control
13365,control
10179,control
11254,control
3761,treatment
443,control
5529,control
1514,treatment
1834,treatment
5403,treatment
7565,treatment
2229,control
16189,treatment
5224,control
5216,treatment
3031,control
4041,treatment
3605,control
6788,treatment
16091,treatment
4633,control
4172,control
8262,control
10785,control
7529,treatment
10335,control
11616,treatment
5568,control
516,treatment
10677,treatment
1265,control
1940,control
9841,control
5160,treatment
14380,control
14966,control
11103,treatment
5664,treatment
3963,control
3480,control
8799,treatment
8840,treatment
10499,control
13502,control
9247,control
12800,control
3489,control
11699,treatment
3924,control
4976,control
14347,treatment
13342,treatment
16212,treatment
10517,control
4494,treatment
15674,treatment
13567,control
4728,control
1241,treatment
6123,treatment
1742,control
14834,control
4307,control
13654,treatment
15679,treatment
15227,treatment
11192,control
10733,control
9671,control
14869,treatment
1365,control
6219,control
1964,control
3919,control
15411,control
1801,control
16403,control
13471,treatment
3046,control
4536,treatment
10136,treatment
1074,treatment
8860,treatment
8879,control
13169,treatment
476,treatment
10426,control
13235,control
15573,treatment
3567,treatment
11467,control
8321,treatment
1471,control
8107,treatment
266,treatment
8795,treatment
16032,control
7414,control
13783,control
9138,control
16178,treatment
16123,treatment
4199,control
3898,control
11424,treatment
13985,control
14226,control
16507,treatment
9647,control
6084,control
15539,control
15161,treatment
11097,control
2191,control
1683,control
5205,treatment
7919,treatment
5179,treatment
3479,treatment
2670,control
9096,control
9304,control
1757,control
7361,treatment
14481,control
14009,treatment
2115,treatment
9348,treatment
3595,treatment
9208,treatment
17017,treatment
12094,control
6642,treatment
6061,treatment
9699,control
7488,treatment
10671,treatment
16164,control
16132,control
5084,treatment
13743,treatment
1240,control
10291,control
541,control
11713,control
8711,control
5194,treatment
12715,treatment
11420,control
15723,treatment
11266,treatment
11478,control
13900,control
13359,control
4997,control
782,control
8077,treatment
9907,control
6141,treatment
8529,control
16632,treatment
10034,control
2199,control
11055,treatment
12101,control
7811,treatment
16378,control
13386,control
11655,treatment
17037,control
886,treatment
11599,treatment
14317,treatment
2645,treatment
5285,treatment
15540,control
11864,treatment
1837,treatment
6205,treatment
13967,control
5309,treatment
13971,control
12791,control
15266,treatment
3780,treatment
1317,treatment
14788,control
5935,control
1258,control
13908,treatment
15891,treatment
11965,treatment
5321,control
16094,control
3112,control
12268,control
1275,control
10523,treatment
10978,treatment
4613,control
5365,treatment
14577,treatment
9966,treatment
7255,treatment
5011,treatment
743,treatment
2885,treatment
8123,treatment
5588,control
12348,treatment
6081,treatment
8086,treatment
8486,treatment
5129,control
16474,treatment
1227,control
11069,treatment
9081,treatment
5024,treatment
15357,control
8652,control
6681,control
12512,control
16147,treatment
16019,treatment
1343,control
13772,treatment
2749,treatment
9852,treatment
6603,treatment
8751,control
16079,treatment
12614,control
3697,control
1334,treatment
14458,control
10914,control
11695,control
9600,control
5869,treatment
14133,treatment
2629,control
383,treatment
10080,control
3828,treatment
11845,control
14050,control
9640,control
14536,treatment
10170,treatment
10240,control
1187,control
4718,treatment
22,control
13702,control
11481,control
13167,treatment
560,treatment
5968,control
6067,treatment
6185,control
6694,control
3505,control
12757,control
13865,control
3328,control
5422,treatment
5813,control
7395,control
14252,treatment
1875,treatment
12289,control
3300,control
15561,treatment
1760,control
15037,treatment
12484,treatment
2579,treatment
14586,control
15409,control
2360,treatment
7601,treatment
547,treatment
16153,control
10440,treatment
11446,treatment
8039,treatment
5863,treatment
5652,control
11890,treatment
17090,treatment
13917,control
6906,control
7468,control
13407,treatment
5391,treatment
15895,control
10795,treatment
15285,treatment
8488,treatment
5123,control
6859,control
1359,treatment
8669,treatment
14770,treatment
9116,control
5859,control
10666,control
13401,treatment
8298,treatment
3021,control
4077,control
1585,treatment
11999,control
11969,control
12003,control
12921,treatment
201,control
11086,treatment
5744,control
13078,control
12585,treatment
7933,treatment
3982,control
5823,control
11669,treatment
94,control
11944,control
16760,treatment
2233,control
9646,treatment
808,control
12444,treatment
9704,treatment
3782,control
14483,treatment
10186,treatment
11678,control
10973,treatment
8653,control
9868,treatment
2950,control
15153,control
836,control
8552,control
10624,treatment
1039,treatment
6248,control
1635,treatment
4217,control
8301,control
7800,treatment
2570,treatment
265,control
11226,control
2401,control
4280,treatment
11647,treatment
482,control
8031,control
4215,treatment
8449,control
3486,control
16286,control
11002,treatment
6545,treatment
17224,control
10345,control
10839,control
11372,treatment
5110,treatment
9770,control
2634,treatment
576,treatment
5115,treatment
5352,treatment
6826,control
8665,control
10388,treatment
8308,treatment
8064,treatment
7788,treatment
12005,treatment
13809,treatment
3019,control
7922,control
6892,control
14476,treatment
3465,control
16214,treatment
12199,control
12058,treatment
7065,treatment
5544,treatment
15861,control
12018,treatment
2855,treatment
9065,treatment
594,treatment
1150,treatment
3131,treatment
3841,control
11701,treatment
595,treatment
15280,treatment
10195,control
12638,treatment
15031,control
8432,control
3774,treatment
13010,treatment
17191,treatment
8629,treatment
11109,control
6914,treatment
15874,treatment
2182,control
8600,treatment
5780,control
16484,treatment
4344,control
13728,treatment
1751,treatment
14278,treatment
259,control
925,control
6513,control
14186,control
6155,control
2854,control
13278,control
13553,control
4852,control
14362,treatment
9969,control
16140,control
11033,treatment
15923,treatment
6021,treatment
6090,control
128,control
12358,control
15790,treatment
6517,treatment
16811,control
15555,treatment
13128,control
3832,treatment
3931,treatment
2960,treatment
338,control
3332,control
15549,control
10937,control
3965,treatment
12536,control
4558,treatment
16209,control
3378,treatment
10368,treatment
1550,treatment
14579,control
17113,control
11171,treatment
9519,treatment
15021,control
15246,control
3035,control
8208,treatment
5830,treatment
13516,treatment
10065,treatment
4789,control
8168,treatment
14361,control
11824,control
6708,treatment
17023,treatment
15377,control
15029,treatment
15393,treatment
9455,treatment
8792,control
8934,control
11029,control
15160,treatment
15431,control
7199,treatment
17246,treatment
17060,treatment
6898,control
14931,control
5066,treatment
11933,control
11867,control
11409,control
15004,control
13573,control
767,control
6318,treatment
9901,control
1660,treatment
780,control
207,treatment
8390,control
8684,treatment
8656,treatment
1904,control
8953,control
3237,treatment
4824,control
14972,control
11416,control
12076,treatment
16509,control
10798,control
11636,treatment
14437,control
9033,treatment
11821,treatment
7869,treatment
302,control
12042,control
14256,treatment
2522,treatment
7628,control
12338,treatment
15994,control
6720,control
933,control
9937,treatment
16771,control
14083,treatment
8586,control
13270,control
5920,treatment
2293,control
10097,treatment
6876,treatment
421,treatment
7765,treatment
490,treatment
10675,treatment
16902,treatment
16368,treatment
14888,control
4160,control
13733,treatment
6052,control
15309,control
7595,treatment
8950,treatment
14892,control
2700,control
3316,control
4821,treatment
3032,control
15376,treatment
11264,treatment
13551,control
7422,control
11312,treatment
16683,treatment
7552,treatment
1019,control
12941,treatment
17158,treatment
9393,treatment
1517,control
10930,control
15990,control
15905,treatment
1329,control
13086,treatment
6947,control
10117,control
12815,control
8413,control
4961,control
16311,treatment
16569,treatment
624,treatment
11577,treatment
9591,treatment
6682,treatment
4336,control
2733,treatment
5554,treatment
10378,control
15718,control
7924,treatment
7949,treatment
6719,treatment
7167,control
8199,control
6877,treatment
5273,treatment
2074,control
15479,treatment
7117,treatment
15624,control
11123,control
14246,treatment
15981,control
7357,treatment
10904,treatment
7122,treatment
238,control
7981,control
11046,treatment
8701,control
4814,treatment
4429,control
10565,treatment
12324,treatment
8260,treatment
14830,treatment
11739,control
593,control
16734,control
14358,control
10356,control
1730,control
3669,control
17215,treatment
9942,control
3583,treatment
828,control
16112,control
10860,control
10956,treatment
12706,control
12278,treatment
11552,control
16544,treatment
7330,control
1690,treatment
3713,control
10530,control
13412,control
10236,treatment
2447,control
7231,treatment
2359,treatment
12231,treatment
7194,treatment
8765,treatment
14724,control
11855,treatment
422,control
7671,control
11718,treatment
6428,control
13427,control
3440,control
14874,control
2893,control
1461,treatment
4616,control
1416,control
1379,control
9226,treatment
3280,treatment
15737,treatment
16717,control
14681,treatment
10403,control
9414,control
16677,treatment
4111,control
1998,control
10643,treatment
14175,treatment
10753,treatment
6764,treatment
1953,control
519,treatment
623,control
2002,treatment
15129,control
11622,treatment
3457,treatment
486,treatment
10711,treatment
3892,treatment
13341,treatment
16557,treatment
14117,control
15962,treatment
9177,treatment
11556,treatment
299,treatment
16915,control
6150,treatment
7031,control
855,treatment
15087,treatment
15982,control
11111,treatment
13387,control
16586,control
16997,control
1356,treatment
10627,control
1612,control
13348,control
13219,control
5259,treatment
13317,treatment
2619,control
11307,control
13018,control
6908,treatment
8220,control
7444,treatment
15747,control
28,treatment
12198,control
2295,treatment
8810,control
8908,treatment
13182,treatment
7035,treatment
7241,treatment
4634,treatment
239,control
5896,control
10015,treatment
4843,treatment
12263,treatment
1539,control
14379,control
5502,treatment
4525,control
4032,treatment
1361,control
5229,control
5345,treatment
13974,treatment
10960,treatment
4606,treatment
10008,control
16306,treatment
2302,treatment
2064,control
15844,control
3575,control
7857,control
10620,control
6063,control
10145,treatment
11224,control
14529,treatment
10208,treatment
1716,treatment
14807,treatment
2234,treatment
9801,control
9153,treatment
5068,control
11725,treatment
12396,treatment
1145,treatment
7928,control
6099,control
2831,treatment
8730,control
2915,control
2227,control
5990,treatment
13764,control
16483,control
9878,treatment
1488,control
6377,treatment
3859,treatment
4750,treatment
12567,control
12893,treatment
783,control
14393,treatment
14637,control
4631,treatment
1490,treatment
264,control
1825,treatment
8952,control
11618,control
13518,control
15034,treatment
4746,treatment
6058,treatment
543,control
89,control
7465,control
6472,control
15010,control
5227,treatment
9959,treatment
11630,treatment
13180,control
1874,control
5075,control
1165,control
14954,treatment
7861,treatment
2876,control
10486,treatment
2461,control
17171,control
8589,treatment
14554,control
15880,treatment
8729,treatment
16037,treatment
14066,control
14649,control
8295,treatment
4768,control
4855,control
3816,control
2361,control
10688,control
11267,treatment
12292,control
4862,control
2112,control
9161,treatment
1498,treatment
16781,control
3867,treatment
6151,control
1508,treatment
1576,treatment
15835,treatment
11905,control
17055,control
4811,treatment
12666,treatment
12161,control
1314,treatment
12730,control
2012,treatment
318,control
14856,treatment
2727,control
15667,treatment
6238,treatment
1385,treatment
4059,control
3232,control
8956,control
7128,control
13479,treatment
15102,control
2810,treatment
10418,treatment
13056,treatment
8537,treatment
13804,treatment
8638,treatment
3434,control
9675,control
3288,treatment
803,control
6841,treatment
8076,treatment
5943,control
11473,control
1236,treatment
4017,control
12073,treatment
12330,treatment
15136,treatment
16303,control
2794,treatment
4978,treatment
16334,control
1818,control
1521,treatment
9129,treatment
1291,control
15080,control
2497,control
2135,control
2221,control
14052,treatment
4299,treatment
2103,treatment
10849,treatment
8066,control
5022,treatment
